PG US Equity,PROCTER & GAMBLE,Procter & Gambler,www.pg.com,http://static3.wikia.nocookie.net/__cb20130430143641/logopedia/images/thumb/e/e5/Procter_%26_Gamble_logo_2013.png/200px-Procter_%26_Gamble_logo_2013.png,,,,,,
941 HK Equity,CHINA MOBILE,China Mobile,www.chinamobileltd.com,http://www.dailymobile.net/wp-content/uploads/2012/12/China-Mobile-logo.jpg,,,,,,
RDSA LN Equity,ROYAL DUTCH SH-A,Royal Dutch,www.shell.com,http://static3.wikia.nocookie.net/__cb20100707080455/logopedia/images/thumb/a/a4/Shell_logo_1999.svg/200px-Shell_logo_1999.svg.png,,,,,,
NOVN VX Equity,NOVARTIS AG-REG,Novartis,www.novartis.com,http://www.passwerk.be/sites/default/files/referenties/Novartis.jpg,,,,,,
JPM US Equity,JPMORGAN CHASE,JPMorgan Chase,www.jpmorganchase.com,http://static4.wikia.nocookie.net/__cb20101224175459/logopedia/images/1/11/JPMorgan_Chase.png,,,,,,
7203 JP Equity,TOYOTA MOTOR,Toyota,www.toyota.co.jp/en/index.html,http://images2.wikia.nocookie.net/__cb20130327050448/logopedia/images/thumb/e/e7/Toyota.svg/250px-Toyota.svg.png,,,,,,
PFE US Equity,PFIZER INC,Pfizer,www.pfizer.com,http://images2.wikia.nocookie.net/__cb20101231203942/logopedia/images/8/80/Pfizer_logo_2009.png,,,,,,
HSBA LN Equity,HSBC HLDGS PLC,HSBC,www.hsbc.com,http://goodlogo.com/images/logos/hsbc_logo_2608.gif,,,,,,
005930 KS Equity,SAMSUNG ELECTRON,Samsung,www.samsung.com,http://images1.wikia.nocookie.net/__cb20130326095529/logopedia/images/thumb/2/24/Samsung_Logo.svg/200px-Samsung_Logo.svg.png,,,,,,
939 HK Equity,CHINA CONST BA-H,China Construction Bank,www.ccb.com,http://www.logostage.com/logos/china_construction_bank.png,,,,,,
IBM US Equity,IBM,IBM,www.ibm.com,http://static3.wikia.nocookie.net/__cb20130720230326/logopedia/images/thumb/5/51/IBM_logo.svg/250px-IBM_logo.svg.png,,,,,,
T US Equity,AT&T INC,AT&T,www.att.com,http://static3.wikia.nocookie.net/__cb20130306233638/logopedia/images/thumb/2/22/AT%26T_logo.svg/300px-AT%26T_logo.svg.png,,,,,,
VOD LN Equity,VODAFONE GROUP,Vodafone,www.vodafone.com,http://images4.wikia.nocookie.net/__cb20130329093421/logopedia/images/thumb/e/ef/Vodafone_Logo.svg/200px-Vodafone_Logo.svg.png,,,,,,
KO US Equity,COCA-COLA CO/THE,Coca Cola,www.thecoca-colacompany.com,http://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Coca-Cola_logo.svg/800px-Coca-Cola_logo.svg.png,,,,,,
AMZN US Equity,AMAZON.COM INC,Amazon,www.amazon.com/,http://couponconnections.com/wp-content/uploads/2012/08/Amazon-com-logo-online-store-sales-deals-1.jpg,,,,,,
BHP AU Equity,BHP BILLITON LTD,BHP Billiton,www.bhpbilliton.com,http://workreadyfestival.com/images/BHP%20Billiton%20logo.png,,,,,,
BAC US Equity,BANK OF AMERICA,Bank of America,www.bankofamerica.com,http://images2.wikia.nocookie.net/__cb20100709063246/logopedia/images/thumb/0/04/Bank_of_America.svg/250px-Bank_of_America.svg.png,,,,,,
SPY US Equity,SPDR S&P 500 ETF,SPDR,www.spdrs.com,http://www.poems.com.sg/promotion/1Q11-MktOutlook/SPDR_logo_green_en.jpg,,,,,,
ABI BB Equity,ANHEUSER-BUSCH I,Anheuser Busch,www.ab-inbev.com,http://upload.wikimedia.org/wikipedia/en/9/98/AB_InBev_logo.svg,,,,,,
ORCL US Equity,ORACLE CORP,Oracle,www.oracle.com,http://static1.wikia.nocookie.net/__cb20130517182014/logopedia/images/thumb/5/50/Oracle_logo.svg/300px-Oracle_logo.svg.png,,,,,,
C US Equity,CITIGROUP INC,Citigroup,www.citigroup.com,http://images3.wikia.nocookie.net/__cb20130411063038/logopedia/images/thumb/1/1b/Citi.svg/250px-Citi.svg.png,,,,,,
BP/ LN Equity,BP PLC,BP,www.bp.com,http://static1.wikia.nocookie.net/__cb20100623172238/logopedia/images/thumb/7/74/BP_logo.svg/150px-BP_logo.svg.png,,,,,,
MRK US Equity,MERCK & CO,Merck,www.merck.com,http://static1.wikia.nocookie.net/__cb20130413102020/logopedia/images/thumb/9/94/Merck_Logo.svg/200px-Merck_Logo.svg.png,,,,,,
601288 CH Equity,AGRICULTURAL-A,Agricultural Bank China,www.abchina.com,http://cdn2.insidermonkey.com/blog/wp-content/uploads/2013/09/agricultural_bank_of_china.gif,,,,,,
VZ US Equity,VERIZON COMMUNIC,Verizon,www.verizon.com,http://static2.wikia.nocookie.net/__cb20130328023957/logopedia/images/thumb/3/3a/Verizon_logo.svg/200px-Verizon_logo.svg.png,,,,,,
FP FP Equity,TOTAL SA,Total,www.total.com,http://static2.wikia.nocookie.net/__cb20100702091421/logopedia/images/thumb/4/46/Total_logo_2003.svg/150px-Total_logo_2003.svg.png,,,,,,
PM US Equity,PHILIP MORRIS IN,Philip Morris,www.pmi.com,http://www.pmi.com/_layouts/PMI/GCW/Images/pmi-logo.gif,,,,,,
SAN FP Equity,SANOFI,Sanofi,www.sanofi.com,http://www.sanofi.us/l/us/en/skins/mcl2012/images/template/logo-sanofi.png,,,,,,
3988 HK Equity,BANK OF CHINA-H,Bank of China,www.boc.cn,http://www.andrew.cmu.edu/user/hsherard/boc/800px-Bank_Of_China_Logo_svg.png,,,,,,
V US Equity,VISA INC-CLASS A,Visa,www.corporate.visa.com,http://static2.wikia.nocookie.net/__cb20130806102336/logopedia/images/thumb/7/73/Visa_2006.svg/200px-Visa_2006.svg.png,,,,,,
CMCSA US Equity,COMCAST CORP-A,Comcast,www.comcast.com,http://static2.wikia.nocookie.net/__cb20121211124944/logopedia/images/thumb/b/b3/Comcast_logo_2012.svg/200px-Comcast_logo_2012.svg.png,,,,,,
GSK LN Equity,GLAXOSMITHKLINE,GlaxoSmithKline,www.gsk.com,http://www.wkrb13.com/logos/glaxosmithkline-logo.jpg,,,,,,
PEP US Equity,PEPSICO INC,Pepsico,www.pepsico.com,http://static4.wikia.nocookie.net/__cb20130326022829/logopedia/images/thumb/e/e9/Pepsi_logo_2008.svg/300px-Pepsi_logo_2008.svg.png,,,,,,
QCOM US Equity,QUALCOMM INC,Qualcomm,www.qualcomm.com,http://www.policytracker.com/conferences/the-latin-american-spectrum-conference-2011/email/Qualcomm-logo.gif,,,,,,
DIS US Equity,WALT DISNEY CO,Disney,http://corporate.disney.go.com,http://static3.wikia.nocookie.net/__cb20130326050111/logopedia/images/thumb/6/65/TWDC_Logo.svg/250px-TWDC_Logo.svg.png,,,,,,
FB US Equity,FACEBOOK INC-A,Facebook,investor.fb.com,http://images2.wikia.nocookie.net/__cb20130329054455/logopedia/images/thumb/0/06/Facebook.svg/300px-Facebook.svg.png,,,,,,
INTC US Equity,INTEL CORP,Intel,www.intel.com,http://static4.wikia.nocookie.net/__cb20121219192430/logopedia/images/thumb/5/5a/Intel.svg/200px-Intel.svg.png,,,,,,
VOW GR Equity,VOLKSWAGEN AG,Volkswagen,www.volkswagenag.com,http://static3.wikia.nocookie.net/__cb20130101060239/logopedia/images/thumb/0/0a/Volkswagen_2000s.png/169px-Volkswagen_2000s.png,,,,,,
UNA NA Equity,UNILEVER NV-CVA,Unliver,www.unilever.com,http://static3.wikia.nocookie.net/__cb20091227152828/logopedia/images/thumb/1/1d/Unilever_logo_2004.svg/150px-Unilever_logo_2004.svg.png,,,,,,
ULVR LN Equity,UNILEVER PLC,,www.unilever.com,http://linkhumans.com/wp-content/uploads/2013/02/unileverlogo.jpg,,,,,,
SLB US Equity,SCHLUMBERGER LTD,Schlumberger,www.slb.com,http://www.engineeringtips.in/images/2013.02/WorldS-Top-10-Biggest-Oilfield-Services-Companies-220855523097986.png,,,,,,
CSCO US Equity,CISCO SYSTEMS,Cisco,www.cisco.com,http://pspinfo.us/wp-content/uploads/2013/06/cisco-logo.jpg,,,,,,
SIE GR Equity,SIEMENS AG-REG,Siemens,www.siemens.com,http://www.sinorfi.com/en/index/images/siemens%20logo.jpg,,,,,,
GILD US Equity,GILEAD SCIENCES,Gilead,www.gilead.com,http://www.uibk.ac.at/mycologi/partners/gilead_logo.jpg,,,,,,
ABEV3 BZ Equity,AMBEV SA,Ambev,www.ambev.com.br/investidores,http://www.pgm-blog.com/wp-content/uploads/2012/03/ambev_logo.jpg,,,,,,
HD US Equity,HOME DEPOT INC,Home Depot,www.homedepot.com,http://theretailoutsource.com/wp-content/uploads/2010/12/home_depot_logo-300x300.jpg,,,,,,
CBA AU Equity,COMMONW BK AUSTR,Commonwealth Bank of Australia,www.commbank.com.au,http://www.prostate.org.au/articleLive/content_images/1/CBA-BankName.Shdw.Col.Hor.Shape.jpg,,,,,,
BAYN GR Equity,BAYER AG-REG,Bayer,www.bayer.com,http://www.logodesignlove.com/images/evolution/bayer-logo.jpg,,,,,,
700 HK Equity,TENCENT HOLDINGS,Tencent Holdings,www.tencent.com/,http://marketingtochina.com/wp-content/uploads/2013/05/Tencent-Holdings-logo.jpg,,,,,,
RIO AU Equity,RIO TINTO LTD,Rio Tinto ,www.riotinto.com,http://www.austmine.com.au/Portals/25/Content/Images/Rio%20Tinto%20Logo.jpg,,,,,,
9984 JP Equity,SOFTBANK CORP,Softbank Corp,www.softbank.co.jp/,http://droiddog.wpengine.netdna-cdn.com/wp-content/uploads/2012/10/emunoki_img_110415_07.jpg,,,,,,
OR FP Equity,L'OREAL,L'Oreal,www.loreal.com,http://upload.wikimedia.org/wikipedia/commons/9/9d/L'Or%C3%A9al_logo.svg,,,,,,
RIO LN Equity,RIO TINTO PLC,Rio Tinto,www.riotinto.com,http://behance.vo.llnwd.net/profiles16/554681/projects/7078275/bb97052655931ad387ba47af3064d4c6.jpg,,,,,,
UTX US Equity,UNITED TECH CORP,United Tech Corp,www.utc.com,http://cdn-3.famouslogos.us/images/united-technologies-logo.jpg,,,,,,
SAP GR Equity,SAP AG,SAP,www.sap.com,http://upload.wikimedia.org/wikipedia/en/e/e4/Logo_SAP.gif,,,,,,
BA US Equity,BOEING CO/THE,Boeing,www.boeing.com,http://robolancers.com/accounts/wp-content/uploads/2013/03/boeing-logo.jpg,,,,,,
NOVOB DC Equity,NOVO NORDISK-B,Novo Nordisk,www.novonordisk.com,http://pcdeurope2012.semfyccongresos.com/userfiles/image/pcdeurope2012/novonorsik.jpg,,,,,,
BATS LN Equity,BRIT AMER TOBACC,British American Tobacco,www.bat.com,http://upload.wikimedia.org/wikipedia/en/thumb/0/05/British_American_Tobacco_logo.svg/270px-British_American_Tobacco_logo.svg.png,,,,,,
ITX SM Equity,INDITEX,Inditex,www.inditex.com,http://vector.me/files/images/4/6/46336/inditex.png,,,,,,
GAZP RM Equity,GAZPROM,Gazprom,www.gazprom.com,http://upload.wikimedia.org/wikipedia/en/thumb/1/11/Gazprom-Logo.svg/800px-Gazprom-Logo.svg.png,,,,,,
SAN SM Equity,BANCO SANTANDER,Banco Santander,www.gruposantander.com,http://espectadornegocios.com/media/xcore//8251_1334354821_logo-santander.jpg,,,,,,
386 HK Equity,CHINA PETROLEU-H,China Petroleum,www.sinopec.com,http://www.iraq-businessnews.com/wp-content/uploads/2011/05/CNPC-logo-21.gif,,,,,,
MCD US Equity,MCDONALDS CORP,McDonalds,www.mcdonalds.com,http://static1.wikia.nocookie.net/__cb20110912101824/logopedia/images/thumb/3/36/McDonald%27s_Golden_Arches.svg/200px-McDonald%27s_Golden_Arches.svg.png,,,,,,
UPS US Equity,UNITED PARCEL-B,UPS,www.ups.com,http://ct.org/wp-content/uploads/2013/07/ups-logo.jpg,,,,,,
BAS GR Equity,BASF SE,BASF,www.deutschland.basf.com,http://upload.wikimedia.org/wikipedia/commons/8/8d/BASF_logo.svg,,,,,,
PETR4 BZ Equity,PETROBRAS-PREF,Petrobras,www.petrobras.com.br,http://upload.wikimedia.org/wikipedia/commons/5/51/Logo_petrobras.gif,,,,,,
RY CN Equity,ROYAL BANK OF CA,RBC,www.rbc.com,http://www.rbc.com/_assets-custom/images/rbc3d.jpg,,,,,,
MC FP Equity,LVMH MOET HENNES,LVMH,www.lvmh.fr,http://www.kinibiz.com/wp-content/uploads/2013/04/Logo_LVMH.jpg.jpg,,,,,,
2330 TT Equity,TSMC,Tsmc,www.tsmc.com.tw,http://9to5mac.files.wordpress.com/2013/06/screen-shot-2013-06-28-at-5-27-25-pm.png,,,,,,
MA US Equity,MASTERCARD INC-A,Mastercard,www.mastercard.com,http://static2.wikia.nocookie.net/__cb20110203093029/logopedia/images/thumb/b/b7/MasterCard_Logo.svg/200px-MasterCard_Logo.svg.png,,,,,,
883 HK Equity,CNOOC LTD,CNOOC,www.cnoocltd.com,http://albertadiary.ca/wp-content/uploads/2012/12/CNOOC_Logo.png,,,,,,
AXP US Equity,AMERICAN EXPRESS,American Express,www.americanexpress.com,http://www.wkrb13.com/wp-content/themes/newswire-light/includes/timthumb.php?w=250&zc=1&src=/logos/american-express.jpg,,,,,,
LLOY LN Equity,LLOYDS BANKING,Lloyds Banking,www.lloydsbankinggroup.com,http://businessconnected.co.uk/wp-content/uploads/2013/05/Lloyds-Banking-Group-Logo.png,,,,,,
8306 JP Equity,MITSUBISHI UFJ F,Mitsubishi,www.mufg.jp,http://blog.hygienesuppliesdirect.com/wp-content/uploads/2013/07/Mitsubishi-Motors.jpg,,,,,,
WBC AU Equity,WESTPAC BANKING,Westpac Banking,www.westpac.com.au,http://www.greatoceanroad.com/sites/default/files/images/venue_photos/476-westpac-logo-1.jpg,,,,,,
BNP FP Equity,BNP PARIBAS,Bnp Paribas,www.bnpparibas.com,http://upload.wikimedia.org/wikipedia/de/8/85/BNP_Paribas_logo.svg,,,,,,
COP US Equity,CONOCOPHILLIPS,Conocophillips,www.conocophillips.com,http://images1.wikia.nocookie.net/__cb20130327052133/logopedia/images/thumb/0/0c/ConocoPhillips_Logo.svg/300px-ConocoPhillips_Logo.svg.png,,,,,,
SABIC AB Equity,SABIC,Sabic,www.sabic.com,http://www.logostage.com/logos/sabic.jpg,,,,,,
ECOPETL CB Equity,ECOPETROL,Ecopetrol,www.ecopetrol.com.co,http://zolmax.com/wp-content/themes/newswire-light/includes/timthumb.php?w=250&zc=1&src=http://zolmax.com/logos/ecopetrol-sa-logo.jpg,,,,,,
MMM US Equity,3M CO,3m,www.mmm.com,http://static3.wikia.nocookie.net/__cb20130501115726/logopedia/images/thumb/8/86/3M_Logo.svg/200px-3M_Logo.svg.png,,,,,,
AMGN US Equity,AMGEN INC,amgen,www.amgen.com,http://newurbanarts.org/wp-content/gallery/whats-new/amgen-logo.jpg,,,,,,
DAI GR Equity,DAIMLER AG,daimler,www.daimler.com,http://static2.wikia.nocookie.net/__cb20130406162703/logopedia/images/thumb/2/23/Daimler_AG.png/250px-Daimler_AG.png,,,,,,
ENI IM Equity,ENI SPA,eni,www.eni.it,http://3.bp.blogspot.com/-zY0NxTI2Do8/TgiDPdXNmTI/AAAAAAAAX2E/sAOnCpucssY/s1600/Eni_Logo3.jpg,,,,,,
BMY US Equity,BRISTOL-MYER SQB,Bristol Myer,www.bms.com,http://www.bms.com/images/news/media/logos/bms301.jpg,,,,,,
TD CN Equity,TORONTO-DOM BANK,TD Bank,www.tdbank.ca,http://static3.wikia.nocookie.net/__cb20101018025737/logopedia/images/d/dd/TD_Bank.png,,,,,,
ALBK ID Equity,ALLIED IRISH BK,Allied Irish Bk,www.aibgroup.com,http://www.international-adviser.com/ia/files/6c/6c50e29a-c9aa-42c0-b024-861a1c87b0ae.jpg,,,,,,
SAB LN Equity,SABMILLER PLC,Sabmiller Plc,www.sabmiller.com,http://3.bp.blogspot.com/-BYVlRT7VwF4/T4TXFZjfwkI/AAAAAAAAA40/1kOnhJU54Go/s1600/SAB%2BMILLER%2BNIGERIA%2BJOBS.png,,,,,,
