LENOVO GROUP LTD,www.lenovo.com,http://www.partnerinfo.lenovo.com/partners/br/pt/entitled/LENOVO%20COOKBOOK_V1.5_FINAL.pdf
CHECK POINT SOFT,www.checkpoint.com,http://www.checkpoint.com/presskit/downloads/Corporate_Usage_Guide.pdf
CLOROX CO,www.thecloroxcompany.com,http://www.clorox.com.ar/descargas/compania/standar_2010.pdf
LAND SECURITIES,www.landsecurities.com,http://www.landsecurities.com/websitefiles/LS_Guidelines_26_1_07_.pdf
KOHLS CORP,www.kohls.com,http://www.kohlscorporation.com/communityrelations/hospital/media%5Cimages%5CPage04%5CCommunityRelationsStyle%20GuideKohl'sCaresKids'HealthFYR.pdf
BUNGE LTD,www.bunge.com,http://www.d-nexo.com/clientes/11_Logistic/manual/Manual%20de%20aplicaicon%20de%20marcas.pdf
DTE ENERGY CO,www.dteenergy.com,http://dteenergy.com/brandstandards/pdfs/DTEbrandStandard.pdf
LG ELECTRONICS,www.lge.com,http://bbcdcomdes.weebly.com/uploads/1/1/8/6/11866691/lg_brand_guidelines.pdf
CENTERPOINT ENER,www.centerpointenergy.com,http://www.scribd.com/doc/55193338/Cnp-Brand-Guidelines-1104
FIAT SPA,www.fiatspa.com,http://autosimvolika.com/data/rus/brandbook_fiat.pdf
GARMIN LTD,www.garmin.com,http://www.garmin.ch/images/pictures/logo/GarminGuidelines.pdf
